./img/c25.png,1
./img/c13.png,3
./img/c5.png,3
./img/c30.png,2
./img/c4.png,1
./img/c20.png,2
./img/c37.png,5
./img/c28.png,2
./img/c48.png,4
./img/c18.png,1
./img/c31.png,3
./img/c46.png,2
./img/c32.png,4
./img/c9.png,4
./img/c38.png,3
./img/c3.png,1
./img/c23.png,2
./img/c42.png,3
./img/c45.png,1
./img/c21.png,5
./img/c12.png,2
./img/c17.png,1
./img/c2.png,3
./img/c44.png,2
./img/c36.png,3
./img/c39.png,4
./img/c49.png,5
./img/c10.png,3
./img/c41.png,1
./img/c35.png,4
./img/c40.png,4
./img/c16.png,5
./img/c8.png,2
./img/c11.png,2
./img/c14.png,5
./img/c15.png,4
./img/c19.png,1
./img/c43.png,2
./img/c50.png,3
./img/c27.png,3
./img/c29.png,4
./img/c26.png,3
./img/c33.png,3
./img/c7.png,5
./img/c34.png,2
./img/c22.png,3
./img/c1.png,4
./img/c47.png,2
./img/c6.png,2
./img/c24.png,4
